target_index,variant,solver_status,success,pos_err_m,rot_err_rad,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
39,k_restarts,ok,true,0.000058527200740,0.000138555580472,-3.057156518477714,-2.113496467482489,2.722870756396192,-1.098304491087957,-1.109766333937885,-1.170072179185465
40,arm_cold,not_converged,false,0.000100957193043,0.000952163075581,-2.622214752939881,-3.848270250037418,0.716017341501642,-6.283190000000000,-0.360196372103050,1.906075449192993
40,arm_restarts,ok,true,0.000035711292162,0.000079985063435,-6.134650513786275,-0.051307875807711,0.885918370922226,-3.706133236146641,3.152649169004111,-4.099130905691662
40,k_cold,not_converged,false,,,,,,,,
40,k_restarts,ok,true,0.000051411031427,0.000244096528484,0.148530025629300,-5.775677223717695,-0.847255733645934,-5.673088379366906,-3.152652995939845,5.325602532863095
41,arm_cold,ok,true,0.000000031895461,0.000000081805602,3.031878831953645,-5.779352409553508,2.106745039502026,-4.693199491492265,-5.329319069950484,5.295967963155854
41,arm_restarts,ok,true,0.000000031895461,0.000000081805602,3.031878831953645,-5.779352409553508,2.106745039502026,-4.693199491492265,-5.329319069950484,5.295967963155854
41,k_cold,not_converged,false,,,,,,,,
41,k_restarts,not_converged,false,,,,,,,,
42,arm_cold,ok,true,0.000000148350427,0.000000200194889,1.591759252046539,-1.237459405686221,1.980077187054184,-1.629040002766936,-3.545909030322549,-4.472590175294187
42,arm_restarts,ok,true,0.000000148350427,0.000000200194889,1.591759252046539,-1.237459405686221,1.980077187054184,-1.629040002766936,-3.545909030322549,-4.472590175294187
42,k_cold,not_converged,false,,,,,,,,
42,k_restarts,ok,true,0.000064556499504,0.000299945255993,-4.691378478371404,5.528363278647795,1.554552406641099,-4.827501301066379,3.545631622080974,-1.330678081221608
43,arm_cold,ok,true,0.000001032568768,0.000004738884496,-3.062931271026699,-2.928894532422013,2.568210949443861,-1.616759051269870,0.779914888016055,1.844192642508369
43,arm_restarts,ok,true,0.000001032568768,0.000004738884496,-3.062931271026699,-2.928894532422013,2.568210949443861,-1.616759051269870,0.779914888016055,1.844192642508369
43,k_cold,ok,true,0.000061106227213,0.000314686141420,-3.686346367539917,-3.247020705348540,2.582127705104220,-1.687649900453607,1.143188217616564,2.474305611692705
43,k_restarts,ok,true,0.000061106227213,0.000314686141420,-3.686346367539917,-3.247020705348540,2.582127705104220,-1.687649900453607,1.143188217616564,2.474305611692705
44,arm_cold,ok,true,0.000002060026544,0.000009984339565,-1.016845112754039,-3.389410922496607,2.956987807238610,-0.501309978494813,-4.009534126109549,0.848716543710417
44,arm_restarts,ok,true,0.000002060026544,0.000009984339565,-1.016845112754039,-3.389410922496607,2.956987807238610,-0.501309978494813,-4.009534126109549,0.848716543710417
44,k_cold,not_converged,false,,,,,,,,
44,k_restarts,not_converged,false,,,,,,,,
45,arm_cold,not_converged,false,0.272601998412792,0.359126163276872,-6.283190000000000,-3.440622209196380,-0.625706594743086,-0.756616706353736,-2.017917855884364,-2.935964154335102
45,arm_restarts,not_converged,false,0.187970698886529,0.002533295569774,5.913676630462898,-3.717443485075042,0.189563330324142,1.838588425050657,2.021392149336110,-6.065690223539333
45,k_cold,not_converged,false,,,,,,,,
45,k_restarts,not_converged,false,,,,,,,,
46,arm_cold,ok,true,0.000000209922394,0.000000017370214,1.193127180047683,-0.777656401506784,1.394515246521048,5.837015881008815,1.496800220129204,-5.469187988982813
46,arm_restarts,ok,true,0.000000209922394,0.000000017370214,1.193127180047683,-0.777656401506784,1.394515246521048,5.837015881008815,1.496800220129204,-5.469187988982813
46,k_cold,not_converged,false,,,,,,,,
46,k_restarts,ok,true,0.000094549368609,0.000482446886247,-5.089988788911953,5.787008000287906,1.487127907452649,-3.961613763173316,4.785898549511557,-2.327590242622553
47,arm_cold,ok,true,0.000001488681734,0.000011074683669,-1.555308325472505,-2.795244450402637,1.844684355263794,0.702229160735829,0.793083347517994,-0.209365960019557
47,arm_restarts,ok,true,0.000001488681734,0.000011074683669,-1.555308325472505,-2.795244450402637,1.844684355263794,0.702229160735829,0.793083347517994,-0.209365960019557
47,k_cold,not_converged,false,,,,,,,,
47,k_restarts,ok,true,0.000097881193451,0.000779532954027,-6.172698245191211,0.075288851596615,-2.337629053989444,-1.148041895788561,3.858338364517399,2.551285092715654
48,arm_cold,ok,true,0.000000136551939,0.000000000276775,-4.749487000618467,-4.293898442459299,0.877362398049917,3.571362470691863,-2.359727861112488,-1.293999040242608
48,arm_restarts,ok,true,0.000000136551939,0.000000000276775,-4.749487000618467,-4.293898442459299,0.877362398049917,3.571362470691863,-2.359727861112488,-1.293999040242608
48,k_cold,ok,true,0.000062504249128,0.000158275242466,4.209878184745765,-5.976360648374326,0.935399093372066,-1.586133285102529,-5.954919500515490,5.205693941098650
48,k_restarts,ok,true,0.000062504249128,0.000158275242466,4.209878184745765,-5.976360648374326,0.935399093372066,-1.586133285102529,-5.954919500515490,5.205693941098650
49,arm_cold,ok,true,0.000009023995373,0.000026535217589,-1.021482840498392,-3.123680578764762,2.267072048070949,-0.935342142734470,-1.296773791885429,2.548321115081262
49,arm_restarts,ok,true,0.000009023995373,0.000026535217589,-1.021482840498392,-3.123680578764762,2.267072048070949,-0.935342142734470,-1.296773791885429,2.548321115081262
49,k_cold,ok,true,0.000085523576031,0.000306686610434,-1.021451588434627,-3.123836237171922,2.267128974755322,-0.935055797984083,-1.296557305431205,2.548394537961638
49,k_restarts,ok,true,0.000085523576031,0.000306686610434,-1.021451588434627,-3.123836237171922,2.267128974755322,-0.935055797984083,-1.296557305431205,2.548394537961638
50,arm_cold,ok,true,0.000002066921360,0.000000004239807,-1.438165793696448,-0.054952247108444,0.354640083210926,-1.399436291985998,-2.172002701407345,-2.697198689697514
